StockCode,Description,PopularityScore,PopularityRank,TotalQuantity,TotalRevenue,PurchaseCount
22752,SET 7 BABUSHKA NESTING BOXES,0.2142,298,3050,23868.29,609
21218,RED SPOTTY BISCUIT TIN,0.2141,299,4636,16154.2,619
20754,RETRO RED SPOTTY WASHING UP GLOVES,0.214,300,4782,9262.92,690
21154,RED SPOTTY OVEN GLOVE ,0.2139,301,6677,7938.57,613
23208,LUNCH BAG VINTAGE LEAF DESIGN,0.2133,302,6118,9840.5,608
35961,FOLKART ZINC HEART CHRISTMAS DEC,0.2133,302,10650,8228.82,407
71053,WHITE METAL LANTERN,0.2131,303,4285,15260.29,631
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,0.2131,303,5067,18735.95,554
21829,DINOSAUR KEYRINGS ASSORTED,0.213,304,13903,2879.34,307
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,0.2128,305,8018,6352.5,549
22607,WOODEN ROUNDERS GARDEN SET ,0.2127,306,2391,20853.42,653
20979,36 PENCILS TUBE RED SPOTTY,0.2125,307,7367,8889.55,546
21955,UNION JACK GUNS & ROSES  DOORMAT,0.2124,308,3689,20894.95,585
22499,WOODEN UNION JACK BUNTING,0.2123,309,3158,18209.63,639
40016,CHINESE DRAGON PAPER LANTERNS,0.2118,310,15301,4961.12,197
21974,SET OF 36 PAISLEY FLOWER DOILIES,0.2115,311,6512,9173.51,569
20677,PINK SPOTTY BOWL,0.2108,312,6874,8012.92,554
79000,MOROCCAN TEA GLASS,0.2107,313,11071,8235.71,347
22198,"POPCORN HOLDER , LARGE",0.2105,314,6440,10183.4,545
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,0.2101,315,4107,14496.57,603
21240,BLUE  SPOTTY CUP,0.21,316,6733,5402.99,578
22900, SET 2 TEA TOWELS I LOVE LONDON ,0.2098,317,5242,15014.0,537
22622,BOX OF VINTAGE ALPHABET BLOCKS,0.2097,318,2772,26691.91,520
21242,RED SPOTTY PLATE ,0.2093,319,6433,10255.45,526
22549,PICTURE DOMINOES,0.2091,320,6221,8812.29,551
22804,CANDLEHOLDER PINK HANGING HEART,0.2091,320,4388,11582.08,607
21622,VINTAGE UNION JACK CUSHION COVER,0.209,321,3474,18282.62,573
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,0.2088,322,8431,3385.99,501
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,0.2087,323,2845,20246.32,576
22766,PHOTO FRAME CORNICE,0.2086,324,4195,12129.73,603
23200,JUMBO BAG PEARS,0.2086,324,6595,12791.29,479
22730,ALARM CLOCK BAKELIKE IVORY,0.2085,325,3402,12767.75,632
23293,SET OF 12 FAIRY CAKE BAKING CASES,0.2085,325,8196,6430.44,472
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,0.2083,326,3406,12404.08,633
85049A,TRADITIONAL CHRISTMAS RIBBONS,0.2083,326,5751,7108.08,581
84598,BOYS ALPHABET IRON ON PATCHES,0.2081,327,17665,3421.65,43
21239,PINK  SPOTTY CUP,0.208,328,6428,5190.15,565
22740,POLKA DOT PEN,0.2079,329,12599,10378.43,205
21531,RETRO SPOT SUGAR JAM BOWL,0.2077,330,3842,9121.2,640
22619,SET OF 6 SOLDIER SKITTLES,0.2077,330,3768,13973.35,588
47559B,TEA TIME OVEN GLOVE,0.2077,330,4916,5910.37,625
22064,PINK DOUGHNUT TRINKET POT ,0.2076,331,6077,9080.85,531
22196,SMALL HEART MEASURING SPOONS,0.2076,331,5740,4824.66,597
21901,"KEY FOB , BACK DOOR ",0.2073,332,5861,3733.97,599
21870,I CAN ONLY PLEASE ONE PERSON MUG,0.2072,333,5828,7003.42,561
21078,SET/20 STRAWBERRY PAPER NAPKINS ,0.2071,334,6539,5097.77,546
22834,HAND WARMER BABUSHKA DESIGN,0.2071,334,6271,9631.38,508
21888,BINGO SET,0.207,335,3130,11543.7,636
48173C,DOOR MAT BLACK FLOCK ,0.2069,336,4027,22493.28,464
21912,VINTAGE SNAKES & LADDERS,0.2068,337,3311,11872.97,620
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,0.2067,338,6586,5086.54,539
20983,12 PENCILS TALL TUBE RED SPOTTY,0.2066,339,6015,5081.55,564
22988,SOLDIERS EGG CUP ,0.2065,340,8921,10282.44,362
23077,DOUGHNUT LIP GLOSS ,0.2062,341,9582,11540.7,311
22663,JUMBO BAG DOLLY GIRL DESIGN,0.206,342,5333,10140.48,530
20675,BLUE SPOTTY BOWL,0.2059,343,5776,6797.32,546
21989,PACK OF 20 SKULL PAPER NAPKINS,0.2059,343,7449,5563.65,478
82551,LAUNDRY 15C METAL SIGN,0.2058,344,5344,7393.89,558
21380,WOODEN HAPPY BIRTHDAY GARLAND,0.2056,345,4295,12168.45,551
21539,RETRO SPOTS BUTTER DISH,0.2056,345,2505,11756.74,642
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",0.2055,346,3464,15870.02,546
21899,"KEY FOB , GARAGE DESIGN",0.2054,347,6448,4047.38,537
22212,FOUR HOOK  WHITE LOVEBIRDS,0.2054,347,3670,7330.41,633
21507,"ELEPHANT, BIRTHDAY CARD, ",0.2053,348,7946,3222.72,473
22303,COFFEE MUG APPLES DESIGN,0.2053,348,5171,11843.5,508
22584,PACK OF 6 PANNETONE GIFT BOXES,0.2052,349,4822,11813.54,523
23240,SET OF 4 KNICK KNACK TINS DOILEY ,0.2052,349,4044,16188.2,511
22530,MAGIC DRAWING SLATE DOLLY GIRL ,0.2051,350,9582,3842.28,383
22444,GROW YOUR OWN PLANT IN A CAN ,0.205,351,8847,10835.31,337
22631,CIRCUS PARADE LUNCHBOX ,0.205,351,5836,10723.58,483
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,0.2049,352,4543,21573.43,420
22169,FAMILY ALBUM WHITE PICTURE FRAME,0.2047,353,2003,15951.04,604
22380,TOY TIDY SPACEBOY  ,0.2047,353,4609,8949.5,559
22605,WOODEN CROQUET GARDEN SET,0.2045,354,1697,20656.26,561
23321,SMALL WHITE HEART OF WICKER,0.2045,354,4223,6733.75,600
21770,OPEN CLOSED METAL SIGN,0.2044,355,2848,13714.41,585
22274,FELTCRAFT DOLL EMILY,0.2044,355,3601,10028.21,591
22748,POPPY'S PLAYHOUSE KITCHEN,0.2044,355,3485,7164.71,629
22750,FELTCRAFT PRINCESS LOLA DOLL,0.2043,356,3029,11057.01,605
22940,FELTCRAFT CHRISTMAS FAIRY,0.2041,357,3252,13362.68,565
22776,SWEETHEART CAKESTAND 3 TIER,0.2038,358,1426,13479.65,647
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,0.2037,359,4596,6275.34,575
22791,T-LIGHT GLASS FLUTED ANTIQUE,0.2037,359,8508,9776.63,345
22610,PENS ASSORTED FUNNY FACE,0.2036,360,12134,4734.38,225
22079,RIBBON REEL HEARTS DESIGN ,0.2035,361,4675,7569.99,553
21844,RETRO SPOT MUG,0.2031,362,5135,14152.65,449
22131,FOOD CONTAINER SET 3 LOVE HEART ,0.203,363,4949,8817.07,518
37503,TEA TIME CAKE STAND IN GIFT BOX,0.203,363,2333,23269.35,477
22144,CHRISTMAS CRAFT LITTLE FRIENDS,0.2029,364,4242,8692.0,551
48129,DOOR MAT TOPIARY,0.2029,364,3045,18593.61,495
22563,HAPPY STENCIL CRAFT,0.2028,365,5854,6752.65,494
16161U,"WRAP,SUKI AND FRIENDS",0.2023,366,9926,4042.92,320
21874,GIN AND TONIC MUG,0.2023,366,6093,7473.3,467
22637,PIGGY BANK RETROSPOT ,0.2023,366,4209,10205.12,527
82578,KITCHEN METAL SIGN,0.2023,366,5378,2872.2,554
23310,BUBBLEGUM RING ASSORTED,0.2022,367,11891,4894.83,214
22191,EAU DE NIL DINER WALL CLOCK,0.2021,368,1583,13060.25,617
22195,HEART MEASURING SPOONS LARGE,0.202,369,4584,7467.72,536
22301,COFFEE MUG CAT + BIRD DESIGN,0.2019,370,4657,10639.29,494
22508,DOORSTOP RETROSPOT HEART,0.2017,371,2669,10186.0,592
16237,SLEEPING CAT ERASERS,0.2016,372,9639,1940.19,348
20828,GLITTER BUTTERFLY CLIPS,0.2016,372,4190,9874.5,521
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.2016,372,6566,3161.14,482
20717,STRAWBERRY SHOPPER BAG,0.2015,373,5222,6231.28,511
21592,RETRO SPOT  CIGAR BOX MATCHES ,0.2015,373,5837,6503.71,478
21558,SKULL LUNCHBOX WITH CUTLERY ,0.2014,374,3771,9003.15,547
22037,ROBOT BIRTHDAY CARD,0.2014,374,6739,2800.96,476
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",0.2014,374,7466,11334.9,342
22041,"RECORD FRAME 7"" SINGLE SIZE ",0.2012,375,6803,14984.82,328
23204,CHARLOTTE BAG APPLES DESIGN,0.2012,375,6853,5493.81,435
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,0.2012,375,5554,10558.04,440
22193,RED DINER WALL CLOCK,0.2011,376,1796,14666.49,573
22501,PICNIC BASKET WICKER LARGE,0.2009,377,1924,17635.8,530
21114,LAVENDER SCENTED FABRIC HEART,0.2007,378,5531,6845.43,476
22065,CHRISTMAS PUDDING TRINKET POT ,0.2006,379,8212,5399.22,362
21098,CHRISTMAS TOILET ROLL,0.2005,380,6212,7287.9,435
22424,ENAMEL BREAD BIN CREAM,0.2005,380,1253,15051.2,586
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,0.2005,380,5436,3257.87,519
21937,STRAWBERRY   PICNIC BAG,0.2004,381,3743,10403.85,517
21259,VICTORIAN SEWING BOX SMALL ,0.2002,382,2148,12278.11,570
21519,GIN & TONIC DIET GREETING CARD ,0.1999,383,6981,2853.54,440
84832,ZINC WILLIE WINKIE  CANDLE STICK,0.1999,383,6154,5117.02,454
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,0.1999,383,2432,17923.4,487
21917,SET 12 KIDS  WHITE CHALK STICKS,0.1998,384,7871,3217.56,391
22055,MINI CAKE STAND  HANGING STRAWBERY,0.1998,384,4440,6648.28,518
22536,MAGIC DRAWING SLATE PURDEY,0.1998,384,8906,3494.52,337
22088,PAPER BUNTING COLOURED LACE,0.1997,385,3963,10888.85,490
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,0.1996,386,2219,14076.75,537
22745,POPPY'S PLAYHOUSE BEDROOM ,0.1995,387,3317,6792.85,566
22950,36 DOILIES VINTAGE CHRISTMAS,0.1995,387,7602,10413.3,316
47556B,TEA TIME TEA TOWELS ,0.1995,387,4985,12960.75,414
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,0.1994,388,6541,7909.61,395
22741,FUNKY DIVA PEN,0.1989,389,10246,8628.76,199
37370,RETRO COFFEE MUGS ASSORTED,0.1987,390,6901,7840.08,367
22061,LARGE CAKE STAND  HANGING STRAWBERY,0.1986,391,1972,16294.5,508
22528,GARDENERS KNEELING PAD,0.1984,392,5318,6273.58,458
37449,CERAMIC CAKE STAND + HANGING CAKES,0.1984,392,2022,17970.43,482
20969,RED FLORAL FELTCRAFT SHOULDER BAG,0.1983,393,2945,10663.5,521
21935,SUKI  SHOULDER BAG,0.1981,394,4890,7701.92,457
22627,MINT KITCHEN SCALES,0.1981,394,1460,12094.28,573
22959,WRAP CHRISTMAS VILLAGE,0.1981,394,9338,3813.96,287
22335,HEART DECORATION PAINTED ZINC ,0.1979,395,7539,4602.15,361
22491,PACK OF 12 COLOURED PENCILS,0.1979,395,7142,5697.08,368
22567,20 DOLLY PEGS RETROSPOT,0.1977,396,5346,6519.8,443
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,0.1977,396,6051,5819.8,417
22729,ALARM CLOCK BAKELIKE ORANGE,0.1976,397,2762,10169.55,525
16033,MINI HIGHLIGHTER PENS,0.1975,398,14521,1472.52,53
22156,HEART DECORATION WITH PEARLS ,0.1975,398,5500,4633.01,454
22644,CERAMIC CHERRY CAKE MONEY BANK,0.1973,399,4476,5761.98,488
22602,CHRISTMAS RETROSPOT HEART WOOD,0.1972,400,6015,4892.79,421
22941,CHRISTMAS LIGHTS 10 REINDEER,0.1972,400,2413,18980.6,433
20982,12 PENCILS TALL TUBE SKULLS,0.1971,401,4584,3885.48,501
48116,DOOR MAT MULTICOLOUR STRIPE,0.1969,402,3307,18787.76,387
22130,PARTY CONE CHRISTMAS DECORATION ,0.1968,403,6719,5572.44,373
21988,PACK OF 6 SKULL PAPER PLATES,0.1967,404,7073,5175.41,359
21933,PINK VINTAGE PAISLEY PICNIC BAG,0.1964,405,3771,8006.31,482
23173,REGENCY TEAPOT ROSES ,0.1964,405,2610,22597.12,370
37448,CERAMIC CAKE DESIGN SPOTTED MUG,0.1964,405,4328,6210.16,475
22634,CHILDS BREAKFAST SET SPACEBOY ,0.1963,406,1534,14125.05,518
23322,LARGE WHITE HEART OF WICKER,0.1963,406,2829,7967.65,527
21508,VINTAGE KID DOLLY CARD ,0.1962,407,6460,2606.53,410
21932,SCANDINAVIAN PAISLEY PICNIC BAG,0.1962,407,3483,7202.46,502
21135,VICTORIAN  METAL POSTCARD SPRING,0.1961,408,5449,7979.05,396
22704,WRAP RED APPLES ,0.1961,408,8600,3532.0,295
22429,ENAMEL MEASURING JUG CREAM,0.196,409,2109,8697.29,549
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,0.196,409,7696,3134.4,341
22544,MINI JIGSAW SPACEBOY,0.1958,410,9118,3575.18,264
21746,SMALL RED SPOT  WINDMILL,0.1957,411,5604,6663.28,397
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,0.1957,411,4914,3865.56,464
22329,ROUND CONTAINER SET OF 5 RETROSPOT,0.1956,412,4762,7420.3,428
22435,SET OF 9 HEART SHAPED BALLOONS,0.1956,412,4577,5628.29,458
22983,"CARD, BILLBOARD FONT",0.1956,412,6255,2569.59,412
85232B,SET/3 RUSSIAN DOLL STACKING TINS,0.1956,412,2611,12447.05,474
21085,SET/6 WOODLAND PAPER CUPS,0.1955,413,13712,1843.12,58
21243,PINK  SPOTTY PLATE ,0.1955,413,5171,8197.55,398
21875,KINGS CHOICE MUG,0.1955,413,6610,7368.64,338
21876,POTTERING MUG,0.1955,413,5218,6110.07,420
23076,ICE CREAM SUNDAE LIP GLOSS,0.1954,414,7868,9603.16,250
20682,RED SPOTTY CHILDS UMBRELLA,0.1953,415,2835,8955.91,500
22623,BOX OF VINTAGE JIGSAW BLOCKS ,0.1952,416,2116,10774.37,511
21833,CAMOUFLAGE LED TORCH,0.195,417,5741,9499.81,348
21260,FIRST AID TIN,0.1949,418,3309,10478.35,452
22908,PACK OF 20 NAPKINS RED APPLES,0.1949,418,5423,4240.49,422
22437,SET OF 9 BLACK SKULL BALLOONS,0.1948,419,6316,5184.0,367
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,0.1947,420,2490,7042.86,529
23343,JUMBO BAG VINTAGE CHRISTMAS ,0.1947,420,4634,9236.42,400
47599A,PINK PARTY BAGS,0.1947,420,5718,10594.12,332
23170,REGENCY TEA PLATE ROSES ,0.1946,421,5845,9124.69,340
62018,SOMBRERO ,0.1946,421,9548,12413.8,123
10002,INFLATABLE POLITICAL GLOBE ,0.1945,422,7256,5754.72,309
22431,WATERING CAN BLUE ELEPHANT,0.1945,422,3161,5969.65,506
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,0.1944,423,2400,8785.52,509
22300,COFFEE MUG DOG + BALL DESIGN,0.1943,424,3860,8860.74,435
20992,JAZZ HEARTS PURSE NOTEBOOK,0.1942,425,6030,3069.62,395
22192,BLUE DINER WALL CLOCK,0.1941,426,1342,11106.33,528
22366,DOORMAT AIRMAIL ,0.1941,426,2341,14725.09,438
23309,SET OF 60 I LOVE LONDON CAKE CASES ,0.1941,426,7606,3662.5,311
23356,LOVE HOT WATER BOTTLE,0.1941,426,2316,12901.2,461
21091,SET/6 WOODLAND PAPER PLATES,0.1939,427,13668,1817.16,35
22712,CARD DOLLY GIRL ,0.1939,427,6972,2762.19,349
22847,"BREAD BIN, DINER STYLE, IVORY",0.1939,427,1046,16238.94,480
21902,"KEY FOB , FRONT  DOOR ",0.1937,428,5169,3208.19,427
23295,SET OF 12 MINI LOAF BAKING CASES,0.1935,429,5944,4659.84,370
22302,COFFEE MUG PEARS  DESIGN,0.1934,430,4771,9949.06,364
85049G,CHOCOLATE BOX RIBBONS ,0.1934,430,3716,4514.25,478
22142,CHRISTMAS CRAFT WHITE FAIRY ,0.1933,431,4072,5715.84,446
22440,BALLOON WATER BOMB PACK OF 35,0.1932,432,8252,3206.04,270
22635,CHILDS BREAKFAST SET DOLLY GIRL ,0.1931,433,1475,13684.45,477
22945,CHRISTMAS METAL TAGS ASSORTED ,0.1931,433,7177,5880.73,290
21544,SKULLS  WATER TRANSFER TATTOOS ,0.193,434,5746,4596.1,373
21756,BATH BUILDING BLOCK WORD,0.193,434,1537,9129.08,525
22059,CERAMIC STRWBERRY DESIGN MUG,0.193,434,4738,6097.78,405
22636,CHILDS BREAKFAST SET CIRCUS PARADE,0.1929,435,1520,12340.68,487
22690,DOORMAT HOME SWEET HOME BLUE ,0.1929,435,2487,15281.27,406
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,0.1929,435,1612,15002.26,451
21745,GAOLERS KEYS DECORATIVE GARDEN ,0.1927,436,2651,8909.29,469
22327,ROUND SNACK BOXES SET OF 4 SKULLS,0.1926,437,2610,7387.9,487
22227,"DECORATION, HANGING HEART+MIRROR ",0.1925,438,5182,3358.1,407
22654,DELUXE SEWING KIT ,0.1925,438,1993,11304.87,469
22080,RIBBON REEL SPOTS DESIGN ,0.1924,439,3704,6013.6,446
21987,PACK OF 6 SKULL PAPER CUPS,0.1923,440,6019,3710.75,359
22692,DOORMAT WELCOME TO OUR HOME,0.1923,440,1792,12438.76,463
22837,HOT WATER BOTTLE BABUSHKA ,0.1923,440,3192,14267.6,375
84971S,SMALL HEART FLOWERS HOOK ,0.1923,440,6204,5051.56,334
22465,HANGING METAL STAR LANTERN,0.1922,441,4186,6449.08,415
22571,ROCKING HORSE RED CHRISTMAS ,0.1922,441,5184,4256.64,392
23232,WRAP VINTAGE PETALS  DESIGN,0.1922,441,8475,3415.5,242
20829,GLITTER HANGING BUTTERFLY STRING,0.1921,442,3606,7548.43,428
21411,GINGHAM HEART  DOORSTOP RED,0.1921,442,1935,7112.39,515
21890,S/6 WOODEN SKITTLES IN COTTON BAG,0.1921,442,3288,9322.86,423
22028,PENNY FARTHING BIRTHDAY CARD,0.1921,442,6059,2464.21,368
20981,12 PENCILS TALL TUBE WOODLAND,0.192,443,4388,3654.92,434
21099,SET/6 STRAWBERRY PAPER CUPS,0.1919,444,13164,1428.6,33
22047,EMPIRE GIFT WRAP,0.1919,444,7975,3251.5,263
21244,BLUE  SPOTTY PLATE ,0.1918,445,4644,7376.04,375
22649,STRAWBERRY FAIRY CAKE TEAPOT,0.1918,445,2149,10314.15,462
22089,PAPER BUNTING VINTAGE PAISLEY,0.1917,446,3135,8668.25,432
85061W,WHITE JEWELLED HEART DECORATION,0.1917,446,5833,4693.27,348
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,0.1915,447,4290,6896.1,393
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,0.1912,448,1644,17269.61,397
22371,AIRLINE BAG VINTAGE TOKYO 78,0.1909,449,1505,6889.73,519
22739,"RIBBON REEL, XMAS SOCK/BAUBLE",0.1909,449,3514,5834.34,434
22432,WATERING CAN PINK BUNNY,0.1908,450,3370,6169.4,436
22141,CHRISTMAS CRAFT TREE TOP ANGEL,0.1906,451,3052,6232.48,447
22812,PACK 3 BOXES CHRISTMAS PANNETONE,0.1906,451,4278,8070.62,367
22078,RIBBON REEL LACE DESIGN ,0.1905,452,3763,7659.8,395
22466,FAIRY TALE COTTAGE NIGHTLIGHT,0.1905,452,5084,9041.7,315
21561,DINOSAUR LUNCHBOX WITH CUTLERY,0.1904,453,2861,6814.08,447
23171,REGENCY TEA PLATE GREEN ,0.1904,453,5869,9038.65,276
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,0.1904,453,4440,1865.62,427
22109,FULL ENGLISH BREAKFAST PLATE,0.1903,454,2796,10058.16,411
21700,BIG DOUGHNUT FRIDGE MAGNETS,0.1901,455,5606,4683.98,334
21092,SET/6 STRAWBERRY PAPER PLATES,0.1899,456,12782,1484.54,20
23263,SET OF 3 WOODEN HEART DECORATIONS,0.1898,457,3670,4732.83,423
79323W, WHITE CHERRY LIGHTS,0.1898,457,1865,10997.45,438
84078A,SET/4 WHITE RETRO STORAGE CUBES ,0.1898,457,860,31072.0,254
22746,POPPY'S PLAYHOUSE LIVINGROOM ,0.1897,458,2577,5266.82,468
23439,HAND WARMER RED LOVE HEART,0.1897,458,3721,7574.1,386
84792,ENCHANTED BIRD COATHANGER 5 HOOK,0.1897,458,2133,9060.53,446
85049C,ROMANTIC PINKS RIBBONS ,0.1897,458,2902,3599.07,471
22493,PAINT YOUR OWN CANVAS SET,0.1896,459,4231,6709.23,370
23230,WRAP ALPHABET DESIGN,0.1896,459,7875,3175.5,234
84596F,SMALL MARSHMALLOWS PINK BOWL,0.1896,459,4158,2616.74,420
23313,VINTAGE CHRISTMAS BUNTING,0.1894,460,2735,12895.77,368
22668,PINK BABY BUNTING,0.1893,461,3223,9059.21,387
22398,MAGNETS PACK OF 4 SWALLOWS,0.1891,462,4096,3461.45,405
20978,36 PENCILS TUBE SKULLS,0.189,463,3771,4631.67,406
23205,CHARLOTTE BAG VINTAGE ALPHABET ,0.1889,464,4959,3964.77,355
23231,WRAP DOILEY DESIGN,0.1889,464,7225,2986.5,257
22725,ALARM CLOCK BAKELIKE CHOCOLATE,0.1888,465,2209,8154.09,439
22904,CALENDAR PAPER CUT DESIGN,0.1888,465,2873,8224.39,405
22855,FINE WICKER HEART ,0.1887,466,4600,5526.56,351
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,0.1886,467,5955,3091.61,312
23319,BOX OF 6 MINI 50'S CRACKERS,0.1885,468,3404,7924.51,379
20751,FUNKY WASHING UP GLOVES ASSORTED,0.1882,469,2733,5645.82,432
22179,SET 10 LIGHTS NIGHT OWL,0.1882,469,1753,11283.29,415
22185,SLATE TILE NATURAL HANGING,0.1882,469,3734,5717.0,383
22072,TEA CUP AND SAUCER RETRO SPOT,0.1881,470,2126,7330.8,441
23296,SET OF 6 TEA TIME BAKING CASES,0.1881,470,4850,5650.9,329
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,0.1879,471,2707,10501.05,373
23078,ICE CREAM PEN LIP GLOSS ,0.1879,471,6559,8017.31,215
22236,CAKE STAND 3 TIER MAGIC GARDEN,0.1877,472,979,11830.65,438
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",0.1877,472,4602,7173.3,317
22601,CHRISTMAS RETROSPOT ANGEL WOOD,0.1877,472,4919,4012.67,338
23108,SET OF 10 LED DOLLY LIGHTS,0.1875,473,2128,12655.13,370
21584,RETRO SPOT SMALL TUBE MATCHES,0.1874,474,3735,6013.95,367
22600,CHRISTMAS RETROSPOT STAR WOOD,0.1874,474,4566,3769.56,353
22751,FELTCRAFT PRINCESS OLIVIA DOLL,0.1874,474,2189,7942.79,420
22365,DOORMAT RESPECTABLE HOUSE,0.1873,475,2218,13739.9,350
22816,CARD MOTORBIKE SANTA,0.1873,475,5900,2418.24,303
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,0.1873,475,3612,6968.56,361
22738,RIBBON REEL SNOWY VILLAGE,0.1872,476,3872,6224.68,356
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,0.1871,477,5007,7714.55,281
23581,JUMBO BAG PAISLEY PARK,0.1871,477,4236,8273.28,313
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,0.187,478,2710,5572.7,416
21811,CHRISTMAS HANGING HEART WITH BELL,0.1868,479,5711,3919.25,287
22562,MONSTERS STENCIL CRAFT,0.1868,479,3938,4600.54,365
22716,CARD CIRCUS PARADE,0.1868,479,5008,2061.39,342
23493,VINTAGE DOILY TRAVEL SEWING KIT,0.1868,479,3510,6724.8,361
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",0.1867,480,4482,8088.3,297
84030E,ENGLISH ROSE HOT WATER BOTTLE,0.1867,480,2005,8136.66,416
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,0.1866,481,3531,2614.4,404
17084R,ASSORTED INCENSE PACK,0.1865,482,10625,1968.45,66
22154,ANGEL DECORATION 3 BUTTONS ,0.1865,482,6604,2730.48,253
21810,CHRISTMAS HANGING STAR WITH BELL,0.1864,483,6222,3624.9,259
23318,BOX OF 6 MINI VINTAGE CRACKERS,0.1864,483,3477,7976.72,342
22588,CARDHOLDER GINGHAM HEART,0.1863,484,2448,6344.3,409
22593,CHRISTMAS GINGHAM STAR,0.1863,484,4923,4142.43,314
21179,NO JUNK MAIL METAL SIGN,0.1862,485,4027,3035.39,369
22419,LIPSTICK PEN RED,0.1862,485,5631,2346.72,299
21313,GLASS HEART T-LIGHT HOLDER ,0.1861,486,5665,4228.6,275
85042,ANTIQUE LILY FAIRY LIGHTS,0.1861,486,2500,11323.6,346
15034,PAPER POCKET TRAVELING FAN ,0.186,487,8370,1040.06,179
22537,MAGIC DRAWING SLATE DINOSAUR,0.186,487,5659,2284.62,295
22580,ADVENT CALENDAR GINGHAM SACK,0.1859,488,1722,10012.38,395
22970,LONDON BUS COFFEE MUG,0.1859,488,4197,9548.55,281
46000S,POLYESTER FILLER PAD 40x40cm,0.1859,488,3381,4902.45,374
22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,0.1858,489,2780,6662.4,381
22992,REVOLVER WOODEN RULER ,0.1858,489,4204,7762.74,300
23103,BELL HEART DECORATION,0.1858,489,3903,6396.75,330
21258,VICTORIAN SEWING BOX LARGE,0.1857,490,1108,13046.48,387
21872,GLAMOROUS  MUG,0.1857,490,4997,4951.53,292
22207,FRYING PAN UNION FLAG,0.1857,490,2773,10959.11,330
22548,HEADS AND TAILS SPORTING FUN,0.1857,490,3315,3873.1,386
22754,SMALL RED BABUSHKA NOTEBOOK ,0.1856,491,3659,2625.61,383
22795,SWEETHEART RECIPE BOOK STAND,0.1856,491,1442,9346.6,412
23198,PANTRY MAGNETIC  SHOPPING LIST,0.1856,491,2999,4248.39,396
21830,ASSORTED CREEPY CRAWLIES,0.1855,492,6715,2812.27,231
21786,RAIN HAT WITH RED SPOTS,0.1854,493,6796,2522.89,228
21903,MAN FLU METAL SIGN,0.1854,493,3326,6541.28,350
22737,RIBBON REEL CHRISTMAS PRESENT ,0.1854,493,2958,4859.54,388
85199S,SMALL HANGING IVORY/RED WOOD BIRD,0.1854,493,5312,2212.91,304
20996,JAZZ HEARTS ADDRESS BOOK,0.1853,494,6109,1562.58,272
22331,WOODLAND PARTY BAG + STICKER SET,0.1853,494,3432,5410.16,356
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,0.1853,494,2746,8074.04,359
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,0.1852,495,4962,3968.36,298
22332,SKULLS PARTY BAG + STICKER SET,0.1852,495,3621,5617.85,343
22614,PACK OF 12 SPACEBOY TISSUES,0.1852,495,5294,1631.38,309
20977,36 PENCILS TUBE WOODLAND,0.1851,496,3432,4262.64,366
22358,KINGS CHOICE TEA CADDY ,0.1851,496,2225,6298.23,402
22818,CARD CHRISTMAS VILLAGE,0.1851,496,5430,2259.0,293
15044A,PINK PAPER PARASOL ,0.185,497,4891,12795.73,196
21658,GLASS  BEURRE DISH,0.185,497,1918,7247.3,404
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,0.185,497,2505,5194.5,399
